"","X.7","X.6","X.5","X.4","X.3","X.2","X.1","X","URN","Local.authority..code.","Local.authority..name.","Establishment.number","Establishment.name","Street","Locality","Address3","Town","County","Postcode","Type.of.establishment","Statutory.highest.age","Statutory.lowest.age","Boarders","Sixth.form","UKPRN","Phase.of.education","Gender","Religious.character","Religious.ethos","Admissions.policy","Website.address","Telephone.number","Headteacher","Establishment.status","Reason.establishment.opened","Opening.date","Parliamentary.Constituency..code.","Parliamentary.Constituency..name.","Region","gg_address","lon","lat"
"1004",1004,1004,1004,1004,1004,1004,1004,1004,102069,308,"Enfield",7005,"Oaktree School","Chase Side","Southgate","","London","","N14 4HN","Community Special School",19,7,"No Boarders","Has a sixth form",10017904,"Not applicable","Mixed","Does not apply","Does not apply","Not applicable","",2084403100,"Mr Richard Yarwood","Open","Not applicable","","E14000692","Enfield, Southgate","London","Oaktree School, Chase Side, N14 4HN",-0.1459157,51.6430858
"1005",1005,1005,1005,1005,1005,1005,1005,1005,102071,309,"Haringey",1000,"Pembury House Nursery School","Lansdowne Road","Tottenham","","London","","N17 9XE","LA Nursery School",5,3,"No Boarders","Not applicable",NA,"Nursery","Mixed","Does not apply","Does not apply","Not applicable","",2088019914,"Ms Sue Moss","Open","Not applicable","","E14001002","Tottenham","London","Pembury House Nursery School, Lansdowne Road, N17 9XE",-0.0669103,51.5984838
"1006",1006,1006,1006,1006,1006,1006,1006,1006,102072,309,"Haringey",1001,"Rowland Hill Nursery School","White Hart Lane","Totenham","","London","","N17 7LT","LA Nursery School",5,3,"No Boarders","Not applicable",NA,"Nursery","Mixed","Does not apply","Does not apply","Not applicable","",2088086089,"Ms Nisha Lingam","Open","Not applicable","","E14001002","Tottenham","London","Rowland Hill Nursery School, White Hart Lane, N17 7LT",-0.0884635,51.6061468
"1007",1007,1007,1007,1007,1007,1007,1007,1007,102073,309,"Haringey",1003,"Woodlands Park Nursery School and Childrens Centre","Woodlands Park Road","Tottenham","","London","","N15 3SD","LA Nursery School",5,3,"No Boarders","Not applicable",NA,"Nursery","Mixed","Does not apply","Does not apply","Not applicable","www.woodlandspark-nur.haringey.sch.uk",2088020041," Peter Eadie-Catling","Open","Not applicable","","E14001002","Tottenham","London","Woodlands Park Nursery School and Childrens Centre, Woodlands Park Road, N15 3SD",-0.0954997,51.5822831
"1008",1008,1008,1008,1008,1008,1008,1008,1008,102078,309,"Haringey",2002,"Belmont Junior School","Rusper Road","","","London","","N22 6RA","Community School",11,7,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.belmontjunior.org",2088888261,"Mr Laurence Clarke","Open","Not applicable","","E14001002","Tottenham","London","Belmont Junior School, Rusper Road, N22 6RA",-0.0940018,51.5921844
"1009",1009,1009,1009,1009,1009,1009,1009,1009,102079,309,"Haringey",2003,"Belmont Infant School","Rusper Road","","","London","","N22 6RA","Community School",7,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","",2088887140,"Mrs Louisa Oakley","Open","Not applicable","","E14001002","Tottenham","London","Belmont Infant School, Rusper Road, N22 6RA",-0.0948833,51.5923419
"1010",1010,1010,1010,1010,1010,1010,1010,1010,102080,309,"Haringey",2004,"Bounds Green Junior School","Bounds Green Road","","","London","","N11 2QG","Community School",11,7,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.boundsgreenschool.co.uk/",2088888838,"Mr William Wawn","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","Bounds Green Junior School, Bounds Green Road, N11 2QG",-0.1239532,51.6056407
"1011",1011,1011,1011,1011,1011,1011,1011,1011,102081,309,"Haringey",2005,"Bounds Green Infant School","Bounds Green Road","","","London","","N11 2QG","Community School",7,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.boundsgreenschool.co.uk/",2088888824,"Mr William Wawn","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","Bounds Green Infant School, Bounds Green Road, N11 2QG",-0.1235102,51.6073195
"1012",1012,1012,1012,1012,1012,1012,1012,1012,102084,309,"Haringey",2008,"Campsbourne Junior School","Nightingale Lane","","","London","","N8 7AF","Community School",11,7,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","",2083402064,"Mr Jonathan Smith","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","Campsbourne Junior School, Nightingale Lane, N8 7AF",-0.1222223,51.5904104
"1013",1013,1013,1013,1013,1013,1013,1013,1013,102085,309,"Haringey",2009,"Campsbourne Infant School","Nightingale Lane","","","London","","N8 7AF","Community School",7,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","",2083402064,"Mr Jonathan Smith","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","Campsbourne Infant School, Nightingale Lane, N8 7AF",-0.1222223,51.5904104
"1014",1014,1014,1014,1014,1014,1014,1014,1014,102087,309,"Haringey",2015,"The Devonshire Hill Nursery &  Primary School","Weir Hall Road","","","London","","N17 8LB","Community School",11,2,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.devonshirehill.com/",2088082053,"Ms Julie D'Abreu","Open","Not applicable","","E14001002","Tottenham","London","The Devonshire Hill Nursery &  Primary School, Weir Hall Road, N17 8LB",-0.0817069,51.6072509
"1015",1015,1015,1015,1015,1015,1015,1015,1015,102091,309,"Haringey",2020,"Earlsmead Primary School","Broad Lane","Tottenham","","London","","N15 4PW","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.earlsmead.haringey.sch.uk",2088087915,"Ms Hina Shah","Open","Not applicable","","E14001002","Tottenham","London","Earlsmead Primary School, Broad Lane, N15 4PW",-0.0683097,51.5842732
"1016",1016,1016,1016,1016,1016,1016,1016,1016,102092,309,"Haringey",2022,"Highgate Primary School","North Hill","","Highgate","London","","N6 4ED","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.highgateprimaryschool.co.uk/",2083407023," William Dean","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","Highgate Primary School, North Hill, N6 4ED",-0.154573,51.5793695
"1017",1017,1017,1017,1017,1017,1017,1017,1017,102094,309,"Haringey",2025,"Lancasterian Primary School","King's Road","Tottenham","","London","","N17 8NN","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","http://www.lancasterianprimary.co.uk/",2088088088,"Mr Paul Murphy","Open","Not applicable","","E14001002","Tottenham","London","Lancasterian Primary School, King's Road, N17 8NN",-0.0718166,51.6012429
"1018",1018,1018,1018,1018,1018,1018,1018,1018,102097,309,"Haringey",2029,"Coldfall Primary School","Coldfall Avenue","Muswell Hill","","London","","N10 1HS","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.coldfall.haringey.sch.uk/",2088830608,"Mrs Evelyn Davies","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","Coldfall Primary School, Coldfall Avenue, N10 1HS",-0.1547021,51.5967189
"1019",1019,1019,1019,1019,1019,1019,1019,1019,102098,309,"Haringey",2031,"Tetherdown Primary School","Grand Avenue","","","London","","N10 3BP","Community School",11,4,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.tetherdownschool.org/",2088833412,"Mr Tony Woodward","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","Tetherdown Primary School, Grand Avenue, N10 3BP",-0.1518877,51.5878419
"1020",1020,1020,1020,1020,1020,1020,1020,1020,102106,309,"Haringey",2041,"Rokesly Junior School","Rokesly Avenue","","","London","","N8 8NH","Community School",11,7,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.rokesly-jun.haringey.sch.uk/",2083480290,"Ms Bola Soneye-Thomas","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","Rokesly Junior School, Rokesly Avenue, N8 8NH",-0.1198035,51.5832747
"1021",1021,1021,1021,1021,1021,1021,1021,1021,102110,309,"Haringey",2045,"South Harringay Junior School","Pemberton Rd","","","London","","N4 1BA","Community School",11,7,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.southharringayschools.co.uk/",2083402757,"Mr Ian Scotchbrook","Open","Not applicable","","E14001002","Tottenham","London","South Harringay Junior School, Pemberton Rd, N4 1BA",-0.1019276,51.5802407
"1022",1022,1022,1022,1022,1022,1022,1022,1022,102111,309,"Haringey",2046,"South Harringay Infant School","Pemberton Road","Haringey","","London","","N4 1BA","Community School",7,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.southharringayschools.co.uk",2083407138,"Mr I Scotchbrook","Open","Not applicable","","E14001002","Tottenham","London","South Harringay Infant School, Pemberton Road, N4 1BA",-0.1023626,51.5804613
"1023",1023,1023,1023,1023,1023,1023,1023,1023,102112,309,"Haringey",2047,"Stamford Hill Primary School","Berkeley Road","","","London","","N15 6HD","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.stamfordhill.haringey.sch.uk",2088002898,"Ms Kathy O'sullivan","Open","Not applicable","","E14001002","Tottenham","London","Stamford Hill Primary School, Berkeley Road, N15 6HD",-0.083602,51.5759436
"1024",1024,1024,1024,1024,1024,1024,1024,1024,102115,309,"Haringey",2051,"West Green Primary School","Woodlands Park Road","Tottenham","","London","","N15 3RT","Community School",11,4,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.westgreen.haringey.sch.uk",2088004676,"Mrs Mary Gardiner","Open","Not applicable","","E14001002","Tottenham","London","West Green Primary School, Woodlands Park Road, N15 3RT",-0.0931471,51.5857575
"1025",1025,1025,1025,1025,1025,1025,1025,1025,102120,309,"Haringey",2057,"Tiverton Primary School","Pulford Road","","","London","","N15 6SP","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.tivertonprimary.co.uk/",2088003779,"Ms Resham Mirza","Open","Not applicable","","E14001002","Tottenham","London","Tiverton Primary School, Pulford Road, N15 6SP",-0.0855088,51.5767259
"1026",1026,1026,1026,1026,1026,1026,1026,1026,102121,309,"Haringey",2058,"Coleridge Primary School","Crouch End Hill","Hornsey","","London","","N8 8DN","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.coleridgeprimary.net/",2083403173,"Mr Leon Choueke","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","Coleridge Primary School, Crouch End Hill, N8 8DN",-0.126182,51.5757077
"1027",1027,1027,1027,1027,1027,1027,1027,1027,102124,309,"Haringey",2062,"Welbourne Primary School","Stainby Road","Tottenham","","London","","N15 4EA","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.welbourne.haringey.sch.uk/",2088080427,"Ms Parveen Duggal","Open","Not applicable","","E14001002","Tottenham","London","Welbourne Primary School, Stainby Road, N15 4EA",-0.0664418,51.5880331
"1028",1028,1028,1028,1028,1028,1028,1028,1028,102125,309,"Haringey",2063,"Lea Valley Primary School","Somerford Grove","","","London","","N17 0PT","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.leavalleyprimary.org/",2088016915,"Mrs Maria Dactylides","Open","Not applicable","","E14001002","Tottenham","London","Lea Valley Primary School, Somerford Grove, N17 0PT",-0.0605302,51.6039186
"1029",1029,1029,1029,1029,1029,1029,1029,1029,102127,309,"Haringey",2065,"Ferry Lane Primary School","Jarrow Road","Tottenham","","London","","N17 9PP","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","",2088015233,"Mr Nicholas Miller","Open","Not applicable","","E14001002","Tottenham","London","Ferry Lane Primary School, Jarrow Road, N17 9PP",-0.0593545,51.5867019
"1030",1030,1030,1030,1030,1030,1030,1030,1030,102128,309,"Haringey",2072,"Rhodes Avenue Primary School","Rhodes Avenue","","","London","","N22 7UT","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.rhodes.haringey.sch.uk",2088882859,"Mr Adrian Hall","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","Rhodes Avenue Primary School, Rhodes Avenue, N22 7UT",-0.1366689,51.6004281
"1031",1031,1031,1031,1031,1031,1031,1031,1031,102129,309,"Haringey",2075,"Crowland Primary School","Crowland Road","","","London","","N15 6UX","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.crowland.haringey.sch.uk",2088004553,"Mrs Melisha Trotman","Open","Not applicable","","E14001002","Tottenham","London","Crowland Primary School, Crowland Road, N15 6UX",-0.0674219,51.5800253
"1032",1032,1032,1032,1032,1032,1032,1032,1032,102130,309,"Haringey",2076,"Weston Park Primary School","Denton Road","Hornsey","","London","","N8 9WP","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.westonparkprimary.org.uk/",2083475000," Marianne Rebak","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","Weston Park Primary School, Denton Road, N8 9WP",-0.1124765,51.5804912
"1033",1033,1033,1033,1033,1033,1033,1033,1033,102131,309,"Haringey",2077,"The Willow Primary School","Adams Road","","","London","","N17 6HW","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.thewillow.haringey.sch.uk/",2088858800,"Ms Dawn Ferdinand","Open","Not applicable","","E14001002","Tottenham","London","The Willow Primary School, Adams Road, N17 6HW",-0.081818,51.5958733
"1034",1034,1034,1034,1034,1034,1034,1034,1034,102132,309,"Haringey",3000,"St Aidan's Voluntary Controlled Primary School","Albany Road","Stroud Green","","London","","N4 4RR","Voluntary Controlled School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","http://www.staidansprimaryschool.org.uk/",2083402352,"Ms Anne Etchells","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","St Aidan's Voluntary Controlled Primary School, Albany Road, N4 4RR",-0.1104196,51.5752134
"1035",1035,1035,1035,1035,1035,1035,1035,1035,102135,309,"Haringey",3302,"St Michael's CofE Voluntary Aided Primary School","North Road","Highgate","","London","","N6 4BG","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","www.stmichaelsn6.com",2083407441,"Mrs Geraldine Gallagher","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","St Michael's CofE Voluntary Aided Primary School, North Road, N6 4BG",-0.1509944,51.57362
"1036",1036,1036,1036,1036,1036,1036,1036,1036,102136,309,"Haringey",3303,"St James Church of England Primary School","Woodside Avenue","Muswell Hill","","London","","N10 3JA","Voluntary Aided School",11,4,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","www.stjamesprimaryschool.co.uk/",2088836540,"Ms Carol O'Brien","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","St James Church of England Primary School, Woodside Avenue, N10 3JA",-0.1492916,51.586365
"1037",1037,1037,1037,1037,1037,1037,1037,1037,102139,309,"Haringey",3306,"St Mary's CofE Primary School","Church Lane","Hornsey","","London","","N8 7BU","Voluntary Aided School",11,2,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","www.stmarysn8.co.uk",2083404898,"Mrs Frances Hargrove","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","St Mary's CofE Primary School, Church Lane, N8 7BU",-0.114852,51.587171
"1038",1038,1038,1038,1038,1038,1038,1038,1038,102142,309,"Haringey",3500,"Our Lady of Muswell Catholic Primary School","Pages Lane","Muswell Hill","","London","","N10 1PS","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Roman Catholic","Does not apply","Not applicable","www.ourladymuswell.haringey.sch.uk",2084446894,"Mrs Angela McNicholas","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","Our Lady of Muswell Catholic Primary School, Pages Lane, N10 1PS",-0.1485313,51.5943109
"1039",1039,1039,1039,1039,1039,1039,1039,1039,102143,309,"Haringey",3501,"St Francis de Sales RC Junior School","Church Road","Tottenham","","London","","N17 8AZ","Voluntary Aided School",11,7,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Roman Catholic","Does not apply","Not applicable","www.sfds.haringey.sch.uk",2088082923,"Dr James Lane","Open","Not applicable","","E14001002","Tottenham","London","St Francis de Sales RC Junior School, Church Road, N17 8AZ",-0.0689757,51.6027324
"1040",1040,1040,1040,1040,1040,1040,1040,1040,102144,309,"Haringey",3502,"St Ignatius RC Primary School","St Ann's Road","Tottenham","","London","","N15 6ND","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Roman Catholic","Does not apply","Not applicable","www.stignatiuscatholicprimary.co.uk/",2088002771,"Mr Con Bonner","Open","Not applicable","","E14001002","Tottenham","London","St Ignatius RC Primary School, St Ann's Road, N15 6ND",-0.074729,51.5770879
"1041",1041,1041,1041,1041,1041,1041,1041,1041,102145,309,"Haringey",3503,"St Mary's Priory RC Junior School","Hermitage Road","","","London","","N15 5RE","Voluntary Aided School",11,7,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Roman Catholic","Does not apply","Not applicable","www.stmarysrcpriory.haringey.sch.uk/",2088009305,"Mrs F Collins","Open","Not applicable","","E14001002","Tottenham","London","St Mary's Priory RC Junior School, Hermitage Road, N15 5RE",-0.0863564,51.5799901
"1042",1042,1042,1042,1042,1042,1042,1042,1042,102146,309,"Haringey",3504,"St Paul's RC Primary School","Bradley Road","Wood Green","","London","","N22 7SZ","Voluntary Aided School",11,4,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Roman Catholic","Does not apply","Not applicable","www.stpaulswoodgreen.org.uk/",2088887081,"Mr R Curry","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","St Paul's RC Primary School, Bradley Road, N22 7SZ",-0.1149118,51.5970378
"1043",1043,1043,1043,1043,1043,1043,1043,1043,102147,309,"Haringey",3505,"St Mary's Priory RC Infant School","Hermitage Road","Tottenham","","London","","N15 5RE","Voluntary Aided School",7,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Roman Catholic","Does not apply","Not applicable","www.stmarysrcpriory.haringey.sch.uk/",2088009305,"Mrs Florence Collins","Open","Not applicable","","E14001002","Tottenham","London","St Mary's Priory RC Infant School, Hermitage Road, N15 5RE",-0.0863564,51.5799901
"1044",1044,1044,1044,1044,1044,1044,1044,1044,102148,309,"Haringey",3506,"St Peter-in-Chains RC Infant School","Elm Grove","","","London","","N8 9AJ","Voluntary Aided School",7,4,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Roman Catholic","Does not apply","Not applicable","http://www.stpeterinchainsrc.co.uk",2083406789,"Miss M M L Falvey","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","St Peter-in-Chains RC Infant School, Elm Grove, N8 9AJ",-0.1189196,51.57651
"1045",1045,1045,1045,1045,1045,1045,1045,1045,102149,309,"Haringey",3507,"St Francis de Sales RC Infant School","Church Road","Tottenham","","London","","N17 8AZ","Voluntary Aided School",7,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Roman Catholic","Does not apply","Not applicable","www.sfds.haringey.sch.uk/",2088082923," James Lane","Open","Not applicable","","E14001002","Tottenham","London","St Francis de Sales RC Infant School, Church Road, N17 8AZ",-0.0689757,51.6027324
"1046",1046,1046,1046,1046,1046,1046,1046,1046,102150,309,"Haringey",3508,"St Martin of Porres RC Primary School","Blake Road","New Southgate","","London","","N11 2AF","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Roman Catholic","Does not apply","Not applicable","www.stmartinofporres.co.uk",2083611445,"Mrs Louise Fleming","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","St Martin of Porres RC Primary School, Blake Road, N11 2AF",-0.1321301,51.607193
"1047",1047,1047,1047,1047,1047,1047,1047,1047,102151,309,"Haringey",3509,"St Gildas' Catholic Junior School","Oakington Way","","","London","","N8 9EP","Voluntary Aided School",11,7,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Roman Catholic","Does not apply","Not applicable","www.stgildas.co.uk/",2083481902,"Mrs Gillian Hood","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","St Gildas' Catholic Junior School, Oakington Way, N8 9EP",-0.1204795,51.5756352
"1048",1048,1048,1048,1048,1048,1048,1048,1048,102152,309,"Haringey",3510,"St John Vianney RC Primary School","Stanley Road","Tottenham","","London","","N15 3HD","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Roman Catholic","Does not apply","Not applicable","www.st-johnvianney.haringey.sch.uk",2088898421,"Mr Stephen McNicholas","Open","Not applicable","","E14001002","Tottenham","London","St John Vianney RC Primary School, Stanley Road, N15 3HD",-0.0973322,51.5857566
"1049",1049,1049,1049,1049,1049,1049,1049,1049,102153,309,"Haringey",4029,"Hornsey School for Girls","Inderwick Road","","","London","","N8 9JF","Community School",18,11,"No Boarders","Has a sixth form",10003153,"Secondary","Girls","Does not apply","Does not apply","Comprehensive (secondary)","http://www.hsg.haringey.sch.uk/",2083486191,"Ms Kuljit Rahelu","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","Hornsey School for Girls, Inderwick Road, N8 9JF",-0.1161313,51.5819607
"1050",1050,1050,1050,1050,1050,1050,1050,1050,102154,309,"Haringey",4030,"Highgate Wood Secondary School","Montenotte Road","","","London","","N8 8RN","Community School",18,11,"No Boarders","Has a sixth form",10003077,"Secondary","Mixed","Does not apply","Does not apply","Comprehensive (secondary)","http://www.hws.haringey.sch.uk/",2083427970,"Mr Patrick Cozier","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","Highgate Wood Secondary School, Montenotte Road, N8 8RN",-0.1329955,51.5813
"1051",1051,1051,1051,1051,1051,1051,1051,1051,102156,309,"Haringey",4032,"Fortismere School","Southwing","Tetherdown","Muswell Hill","London","","N10 1NE","Foundation School",18,11,"No Boarders","Has a sixth form",10002545,"Secondary","Mixed","None","Does not apply","Comprehensive (secondary)","www.fortismere.haringey.sch.uk",2083654400,"Mrs Helen Glass","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","Fortismere School, Southwing, N10 1NE",-0.1510386,51.5927355
"1052",1052,1052,1052,1052,1052,1052,1052,1052,102157,309,"Haringey",4033,"Gladesmore Community School","Crowland Road","Tottenham","","London","","N15 6EB","Community School",16,11,"No Boarders","Does not have a sixth form",10002675,"Secondary","Mixed","Does not apply","Does not apply","Comprehensive (secondary)","http://www.gladesmore.com/",2088000884,"Mr Tony Hartney","Open","Not applicable","","E14001002","Tottenham","London","Gladesmore Community School, Crowland Road, N15 6EB",-0.0660623,51.5808229
"1053",1053,1053,1053,1053,1053,1053,1053,1053,102162,309,"Haringey",6000,"Channing School","The Bank","Highgate","","London","","N6 5HF","Other Independent School",18,4,"No Boarders","Has a sixth form",10008156,"Not applicable","Girls","None","Unitarian","Selective (grammar)","",2083402328,"Mrs B Elliott","Open","Not applicable","01/01/1912","E14000752","Hornsey and Wood Green","London","Channing School, The Bank, N6 5HF",-0.1438677,51.5703399
"1054",1054,1054,1054,1054,1054,1054,1054,1054,102163,309,"Haringey",6001,"Highgate School","North Road","","","London","","N6 4AY","Other Independent School",19,3,"No Boarders","Has a sixth form",10008271,"Not applicable","Mixed","Christian","Church of England","Not collected","www.highgateschool.org.uk",2083401524,"Mr Adam Pettitt","Open","Not applicable","01/01/1918","E14000752","Hornsey and Wood Green","London","Highgate School, North Road, N6 4AY",-0.1495763,51.5722605
"1055",1055,1055,1055,1055,1055,1055,1055,1055,102165,309,"Haringey",6053,"Norfolk House School","10 Muswell Avenue","Muswell Hill","","London","","N10 2EG","Other Independent School",11,3,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","None","Not collected","www.norfolkhouseschool.org",2088834584,"Mr P Jowett","Open","Not applicable","04/10/1957","E14000752","Hornsey and Wood Green","London","Norfolk House School, 10 Muswell Avenue, N10 2EG",-0.1427544,51.5949179
"1056",1056,1056,1056,1056,1056,1056,1056,1056,102168,309,"Haringey",6066,"Sunrise Primary School","55 Coniston Road","","","London","","N17 0EX","Other Independent School",11,2,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","None","Non-selective","",2088853354,"Mrs M A Lovage","Open","Not applicable","04/11/1987","E14001002","Tottenham","London","Sunrise Primary School, 55 Coniston Road, N17 0EX",-0.0655707,51.6070363
"1057",1057,1057,1057,1057,1057,1057,1057,1057,102169,309,"Haringey",6067,"North London Rudolf Steiner School","1-3 Campsbourne","Hornsey","","London","","N8 7PN","Other Independent School",6,3,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","None","Non-selective","",2083413770,"  College of Teachers","Open","Not applicable","25/11/1985","E14000752","Hornsey and Wood Green","London","North London Rudolf Steiner School, 1-3 Campsbourne, N8 7PN",-0.119978,51.5877853
"1058",1058,1058,1058,1058,1058,1058,1058,1058,102171,204,"Hackney",6399,"Beis Chinuch Lebonos Girls School","Woodberry Down Centre","Woodberry Down","","London","","N4 2SH","Other Independent School",16,2,"No Boarders","Does not have a sixth form",10014982,"Not applicable","Girls","None","None","Non-selective","",2088097737,"Mrs Leah Klein","Open","Not applicable","08/08/1991","E14000720","Hackney North and Stoke Newington","London","Beis Chinuch Lebonos Girls School, Woodberry Down Centre, N4 2SH",-0.0915033,51.5710942
"1059",1059,1059,1059,1059,1059,1059,1059,1059,102172,309,"Haringey",6070,"The London School for Children With Cerebral Palsy","Coppetts Road","","","London","","N10 1JP","Other Independent Special School",11,3,"No Boarders","Not applicable",NA,"Not applicable","Mixed","None","None","Not collected","",2084447242,"Ms Gabriella Czifra","Open","Not applicable","28/06/1991","E14000752","Hornsey and Wood Green","London","The London School for Children With Cerebral Palsy, Coppetts Road, N10 1JP",-0.1552985,51.6030715
"1060",1060,1060,1060,1060,1060,1060,1060,1060,102174,309,"Haringey",6076,"Excelsior College","Selby Centre","Selby Road","Tottenham","London","","N17 8JN","Other Independent School",11,3,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","Christian","Non-selective","",2083651153,"Mr G Gilfillian","Open","Not applicable","10/11/1994","E14001002","Tottenham","London","Excelsior College, Selby Centre, N17 8JN",-0.0789663,51.6072356
"1061",1061,1061,1061,1061,1061,1061,1061,1061,102175,309,"Haringey",7000,"Blanche Nevile School","Burlington Road","","Muswell Hill","London","","N10 1NJ","Community Special School",18,3,"No Boarders","Not applicable",10014913,"Not applicable","Mixed","Does not apply","Does not apply","Not applicable","www.blanchenevile.org.uk",2084422750,"Mr William Dean","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","Blanche Nevile School, Burlington Road, N10 1NJ",-0.1523521,51.5944404
"1062",1062,1062,1062,1062,1062,1062,1062,1062,102176,309,"Haringey",7001,"Vale School","Trulock Road","","Tottenham","London","","N17 0PG","Community Special School",16,2,"No Boarders","Does not have a sixth form",10016051,"Not applicable","Mixed","Does not apply","Does not apply","Not applicable","www.vale.haringey.sch.uk",2088016111,"Ms Sarah McLay","Open","Not applicable","","E14001002","Tottenham","London","Vale School, Trulock Road, N17 0PG",-0.0626501,51.6046327
